item_id,acronym,sentence,gold_expansion,candidates,n_candidates,provenance,source,page_title,review_verdict
kn-0076,איו״ש,"אני רוצה לומר, שמתוך 16 פיגועים שהיו בתוך שטח ""הקו הירוק"", בתוך שטח מדינת ישראל בגבולות ""הקו הירוק"", שישה נעשו על-ידי אנשי רצועת-עזה, חמישה על-ידי אנשי איו""ש, וחמישה עדיין לא מפוענחים.",אזור יהודה ושומרון,אזור יהודה ושומרון | אריכות ימים ושנים | שלוש מאות ושבע עשרה (גימטריה),3,knesset,knesset,13_ptm_532024.docx,clean
kn-0077,ש״ח,"הוטלו עלינו קנסות, לפי חוק מימון מפלגות, בסכום המתקרב ל-2 מיליוני ש""ח.",שקל חדש,ש.ח. | שקל חדש | שידור חוזר | שומר חינם | שטר חוב | שלוש מאות ושמונה (גימטריה),6,knesset,knesset,13_ptm_532024.docx,clean
kn-0078,ש״ח,"אף כי לא הואשמנו בנושא מס הכנסה, שילמה הסיעה סכום של 750,000 ש""ח לנציבות מס הכנסה לחיסול כל היבטי הפרשה, הן ההיבטים הפיסקליים והן ההיבטים האחרים, בכלל זה הפליליים.",שקל חדש,ש.ח. | שקל חדש | שידור חוזר | שומר חינם | שטר חוב | שלוש מאות ושמונה (גימטריה),6,knesset,knesset,13_ptm_532024.docx,clean
kn-0079,ש״י,"חברי הכנסת, אנו עוברים להצעת חוק ש""י, הצעת חוק הסקרים – של חבר הכנסת דוד מנע.",שינוי יסודי (הצעת חוק פרטית),שמואל יוסף (עגנון) | שומרון-יהודה | שירות ידיעות | ש (=השם) ישמרם | שינוי יסודי (הצעת חוק פרטית) | שלוש מאות ועשר (גימטריה),6,knesset,knesset,13_ptm_532024.docx,human_review
kn-0080,ד״ר,"שמו ד""ר עודד קריב, הוא אותו אדם שפנה בשעתו לבית-המשפט לתביעות קטנות והשיג את פסק-הדין.",דוקטור,דוקטור | דברי רבי־ | דפוס ראשון | דברים רבה | מאתיים וארבע (גימטריה),5,knesset,knesset,13_ptm_532025.docx,clean
kn-0081,ד״ר,"כאשר אני פוגש אדם כמו ד""ר עודד קריב, שמנהל מאבק עקרוני במשך שנים, אני חושב שלאות הערכה הייתי רוצה באמת לציין את המאבק הזה, ואני אעמוד שעתיים על הדוכן.",דוקטור,דוקטור | דברי רבי־ | דפוס ראשון | דברים רבה | מאתיים וארבע (גימטריה),5,knesset,knesset,13_ptm_532025.docx,clean
kn-0082,ד״ר,"הדברים הגיעו לערכאות שיפוטיות, בית-המשפט העליון קיבל החלטה, וההחלטה של בית-המשפט העליון חזרה לביצוע לגבי אותו ד""ר עודד קריב שניהל את התביעה הניסיונית.",דוקטור,דוקטור | דברי רבי־ | דפוס ראשון | דברים רבה | מאתיים וארבע (גימטריה),5,knesset,knesset,13_ptm_532025.docx,clean
kn-0083,ד״ר,"אבל קבלו הסתייגות והוכיחו שלאזרחי מדינת ישראל, כמו ד""ר עודד קריב, שניהל מאבק שרבים מזדהים אתו, יש יכולת השפעה מסוימת, ולו סמלית, גם על הבית הזה.",דוקטור,דוקטור | דברי רבי־ | דפוס ראשון | דברים רבה | מאתיים וארבע (גימטריה),5,knesset,knesset,13_ptm_532025.docx,clean
kn-0084,ד״ר,"הדברים התקבלו בברכה על-ידי היושב-ראש הסנגלי של הוועדה, ד""ר סאו, אשר בעקבות הדיווח מנע מחברי הוועדה הצגת שאלות והסתפק בהבעת תקווה לקידום נוסף של התהליך.",דוקטור,דוקטור | דברי רבי־ | דפוס ראשון | דברים רבה | מאתיים וארבע (גימטריה),5,knesset,knesset,13_ptm_532025.docx,clean
kn-0085,השב״ס,"שהייה ארוכה בתאי ההפרדה – החזקה של אסיר בהפרדה נעשית בהתאם לקבוע בסעיף 21 לתקנות בתי-הסוהר ולפקודות ולנוהלי השב""ס, שהוצאו בעקבות התקנות.",שירות בתי הסוהר,שירות בתי הסוהר | השאלה בין-ספרייתית | שלוש מאות ושישים ושבע (גימטריה),3,knesset,knesset,13_ptm_532025.docx,clean
kn-0086,השב״ס,"ברצוננו לציין, כי מייד הפנינו את תשומת לב ממלא-מקום נציב השב""ס וביקשנו את התערבותו לתיקון המצב בהקדם, ואנו מצדנו נקיים גם מעקב.",שירות בתי הסוהר,שירות בתי הסוהר | השאלה בין-ספרייתית | שלוש מאות ושישים ושבע (גימטריה),3,knesset,knesset,13_ptm_532025.docx,clean
kn-0087,יש״י,"יש""י, יחד שבטי ישראל – לא ניתן לקבוע אם עמדו באיסורים על סכומי ההוצאות ועל תרומות.",יחד שבטי ישראל,יחידת השליטה הימית | יחד שבטי ישראל | שלוש מאות ועשרים (גימטריה),3,knesset,knesset,13_ptm_532026.docx,clean
kn-0088,י״א,"ישיבת הכנסת תתקיים מחר, יום חמישי, י""א מנחם-אב, 29 ביולי 1993, בשעה 11:00.",אחת עשרה (גימטריה),יש אומרים | ירא אדוני | שווה בגודלה למרחק כדור-הארץ מהשמש | שנת הלימודים האחת־עשרה של התלמידים בישראל | אחת עשרה (גימטריה),5,knesset,knesset,13_ptm_532026.docx,human_review
kn-0089,רמב״ם,"החולים מטופלים בבתי-חולים בישראל: ב""הדסה"" וב""רמב""ם"".",הקריה הרפואית לבריאות האדם – בית חולים בחיפה,משנה תורה | ר' משה בן מימון | המרכז הרפואי מיימונידיס | הקריה הרפואית לבריאות האדם – בית חולים בחיפה | מאתיים ושמונים ושתיים (גימטריה),5,knesset,knesset,13_ptm_532027.docx,clean
kn-0090,י״א,"בכיתות י""א לימוד חובה של בטיחות ולימודי נהיגה עיוניים, שבסיומם יקבל התלמיד תעודה המשחררת אותו מצורך במבחן בתיאוריה ללימוד נהיגה.",שנת הלימודים האחת־עשרה של התלמידים בישראל,יש אומרים | ירא אדוני | שווה בגודלה למרחק כדור-הארץ מהשמש | שנת הלימודים האחת־עשרה של התלמידים בישראל | אחת עשרה (גימטריה),5,knesset,knesset,13_ptm_532028.docx,clean
kn-0091,קמ״ש,"אם אין בכוונתכם לעשות זאת, כיצד תוכלו לאכוף את התקנות המגבילות את המהירות ל-90 קמ""ש?",קילומטרים לשעה,קילומטרים לשעה | קצין משמרת | קצין משפטים | ארבע מאות וארבעים (גימטריה),4,knesset,knesset,13_ptm_532028.docx,clean
kn-0092,קמ״ש,"כבר היום המשטרה אוכפת החל במהירות 105 קמ""ש, כדי להתגבר על אי-דיוקים במד-המהירות שברכב.",קילומטרים לשעה,קילומטרים לשעה | קצין משמרת | קצין משפטים | ארבע מאות וארבעים (גימטריה),4,knesset,knesset,13_ptm_532028.docx,clean
kn-0093,קמ״ש,"מי שנוסע 110 קמ""ש מסתכן בדוח תנועה, ומי שנוהג במהירות העולה על 120 קמ""ש מסתכן בשלילה מינהלית של רשיון הנהיגה שלו.",קילומטרים לשעה,קילומטרים לשעה | קצין משמרת | קצין משפטים | ארבע מאות וארבעים (גימטריה),4,knesset,knesset,13_ptm_532028.docx,clean
kn-0094,קמ״ש,"חבר הכנסת מגן דיבר על 110 קמ""ש, והוא צודק.",קילומטרים לשעה,קילומטרים לשעה | קצין משמרת | קצין משפטים | ארבע מאות וארבעים (גימטריה),4,knesset,knesset,13_ptm_532028.docx,clean
kn-0095,בע״מ,"סעיף 4 להצעת החוק מחיל את החוק לגבי המקרה של ""הסנה חברה ישראלית לביטוח בע""מ"", שב-8 בדצמבר 1992 מונה לה מנהל מורשה.",בערבון מוגבל,בערבון מוגבל | בעל מלאכה | בעל מום | בקשת ערעור משפחה | מאה ושתים עשרה (גימטריה),5,knesset,knesset,13_ptm_532028.docx,clean
kn-0096,מג״ב,"בפרשה הראשונה מדובר בדקירת שוטר מג""ב מאחור, דקירה שהסתיימה בפצע שטחי.",משמר הגבול,משמר הגבול | מגה בית (גם: מגה בייט). בדיוק מיליון בית | מיירט גובה בינוני | ארבעים וחמש (גימטריה),4,knesset,knesset,13_ptm_532030.docx,clean
kn-0097,מ״ר,"הקצבה זו תאפשר השתתפות בבנייה במוסדות השונים בהיקף של אלפי מ""ר.",מטר רבוע,מטר רבוע | מדרש רבה | מילי־רדיאן | מאתיים וארבעים (גימטריה),4,knesset,knesset,13_ptm_532030.docx,clean
kn-0098,מ״ר,"תוכנית לבניית בניין גדול, ובו כ-8,000 מ""ר, נמצאת בשלבי תכנון.",מטר רבוע,מטר רבוע | מדרש רבה | מילי־רדיאן | מאתיים וארבעים (גימטריה),4,knesset,knesset,13_ptm_532030.docx,clean
kn-0099,פר״ח,"מלגות פר""ח, פרויקט חונכות, שבמסגרתו פועלים כ-14,000 סטודנטים כחונכים הזוכים במלגות בשיעור של קרוב למחצית משכר הלימוד.",פרויקט חונכות,פרי חדש | פרויקט חונכות | פירש רבנו חננאל | מאתיים ושמונים ושמונה (גימטריה),4,knesset,knesset,13_ptm_532030.docx,clean
kn-0100,מח״ל,"אדוני היושב-ראש, כנסת נכבדה, חרף עיסוקים חשובים בנושאים העומדים על סדר-היום, קרי סיוע לרשימות מח""ל במקומות שונים בארץ, העדפתי להפסיק את הסיור שלי, להגיע הנה, על מנת להביע תמיכה בחוק ולשבח את שר האוצר.",מפלגת חרות לאומית,מתנדבי חוץ לארץ במלחמת העצמאות | מפלגת חרות לאומית | שבעים ושמונה (גימטריה),3,knesset,knesset,13_ptm_532031.docx,clean
kn-0101,רש״י,"אומר רש""י: מה פתאום התורה מספרת על תכולת השיירה?",ר' שלמה יצחקי,ר' שלמה יצחקי | רחיים של יד | חמש מאות ועשר (גימטריה),3,knesset,knesset,13_ptm_532033.docx,clean
kn-0102,רש״י,"אומר רש""י, כדי שיוסף הצדיק לא יוזק מריח רע.",ר' שלמה יצחקי,ר' שלמה יצחקי | רחיים של יד | חמש מאות ועשר (גימטריה),3,knesset,knesset,13_ptm_532033.docx,clean
kn-0103,רש״י,"אומר רש""י: כשהריחו ריח ארצם, את ריח אתונה, סבורים להיות קרובים לעצמם ברומא, העזו ודיברו קשות עם המלך.",ר' שלמה יצחקי,ר' שלמה יצחקי | רחיים של יד | חמש מאות ועשר (גימטריה),3,knesset,knesset,13_ptm_532033.docx,clean
kn-0104,רש״י,"אומר על כך רש""י: נעשה בשרו חידודין חידודין.",ר' שלמה יצחקי,ר' שלמה יצחקי | רחיים של יד | חמש מאות ועשר (גימטריה),3,knesset,knesset,13_ptm_532035.docx,clean
kn-0105,רמב״ם,"רק לפני חודש אמר רופא בבית-החולים ""רמב""ם"", ואינני רוצה להזכיר את שמו אף שהוא הופיע בכל העיתונים, כאשר פנה אל חולה שהיתה מאושפזת שם ואל מי שבא לבקר אותה ואמר: ספרדים פרימיטיבים, מרוקאית מלוכלכת.",הקריה הרפואית לבריאות האדם – בית חולים בחיפה,משנה תורה | ר' משה בן מימון | המרכז הרפואי מיימונידיס | הקריה הרפואית לבריאות האדם – בית חולים בחיפה | מאתיים ושמונים ושתיים (גימטריה),5,knesset,knesset,13_ptm_532035.docx,clean
kn-0106,מ״ר,"בשנים האחרונות כל מוסדות החינוך הנבנים ביישובים השונים, בכל המגזרים, נבנים עם מקלטים, לפי תקן של 10 מ""ר לכיתה.",מטר רבוע,מטר רבוע | מדרש רבה | מילי־רדיאן | מאתיים וארבעים (גימטריה),4,knesset,knesset,13_ptm_532036.docx,clean
kn-0107,ס״מ,"ממצאים של מהנדסי רכבת ישראל מגלים, כי קטע של 300 מטר במסילת הרכבת בקו חיפה–נהרייה זז ממקומו ב-90 ס""מ.",סנטימטר,סנטימטר | סגן מפקד | סמאל | סטרא דמסאבותא | מאה (גימטריה),5,knesset,knesset,13_ptm_532038.docx,clean
kn-0108,ס״מ,"לפי מה שנאמר לי על-ידי המומחים, זה 70 ס""מ ולא 90 ס""מ, אבל זה לא משנה.",סנטימטר,סנטימטר | סגן מפקד | סמאל | סטרא דמסאבותא | מאה (גימטריה),5,knesset,knesset,13_ptm_532038.docx,clean
