item_id,acronym,sentence,provisional_expansion,sense_id,gold_expansion,label_status,n_candidates,candidates,provenance,multi_sense_type,batch,source,page_title
ha-00082,או״א,"בכלל מצוות מורא או״א, איסורים שנועדו לשמור על כבודם, שלא לעשות פעולות שמביעות זלזול בהם: המצווה מטילה חובה על הצאצא (בן או בת) שלא לבזות אותם, לא לזלזל בהם, לא לסתור את דבריהם בפומבי.",אב ואם,או״א.01,אב ואם,weak,3,אב ואם | אלוהינו ואלוהי אבותינו | לוגיקה אם ורק אם,substituted,yes,3,wikipedia,מורא אב ואם
ha-00083,או״א,"היה שם אביו כשם אחרים, משנה שמם, אם הוא שם שהוא פלאי שאין הכל רגילים לקרות בו"" מצוות זו משלימה את מצוות כיבוד או״א, הדורשת מהצאצא התנהגות של עזרה ויחס חיובי - ""מאכיל ומשקה מלביש ומכסה מכניס ומוציא"".",אב ואם,או״א.01,אב ואם,weak,3,אב ואם | אלוהינו ואלוהי אבותינו | לוגיקה אם ורק אם,substituted,yes,3,wikipedia,מורא אב ואם
ha-00084,או״א,"ביניהן מצויה השאלה האם יכול גר לומר את נוסח הברכה ""או״א"" ובכך להימנע מבושת פנים ולא להסגיר בפומבי את העובדה שהוא גר.",אלוהינו ואלוהי אבותינו,או״א.02,אלוהינו ואלוהי אבותינו,weak,3,אב ואם | אלוהינו ואלוהי אבותינו | לוגיקה אם ורק אם,substituted,yes,3,wikipedia,עובדיה הגר
ha-00085,או״א,"על פי התלמוד הירושלמי משפחות הגרים ""בני עשתור"" שהתגוררה בחומס היו אומרים בתפילתם ""או״א"" מאחר שהם נישאו לבנות ישראל כשרות.",אלוהינו ואלוהי אבותינו,או״א.02,אלוהינו ואלוהי אבותינו,weak,3,אב ואם | אלוהינו ואלוהי אבותינו | לוגיקה אם ורק אם,substituted,yes,3,wikipedia,חומס
ha-00086,או״ח,"הכינוי ""או״ח"" משמש במובן הרחב ככינוי להלכות אלו, ובספרות האחרונים משמש הכינוי ""או״ח"" בספרי הלכה ושות""ים, לאותו חלק מהספר המתייחס לנושאי היום יום ומעגל השנה היהודי.",אורח חיים,או״ח.01,אורח חיים,weak,2,אורח חיים | אינטרנט ומידע חיוני,substituted,no,3,wikipedia,אורח חיים (שולחן ערוך)
ha-00087,או״ח,שערי תשובה – ספרו של רבי חיים מרדכי מרגליות על או״ח.,אורח חיים,או״ח.01,אורח חיים,weak,2,אורח חיים | אינטרנט ומידע חיוני,substituted,no,3,wikipedia,שולחן ערוך
ha-00088,או״ח,פירושים חשובים נוספים אשר הודפסו בנפרד מהמובאים לעיל: משנה ברורה – ספרו של החפץ חיים על או״ח.,אורח חיים,או״ח.01,אורח חיים,weak,2,אורח חיים | אינטרנט ומידע חיוני,substituted,no,3,wikipedia,שולחן ערוך
ha-00089,או״פ,"לפי גישה זו, הבלשן אמור לבודד את כללי הדקדוק מתוך חקר השפה המדוברת, ואין הוא אמור לשפוט האם מבע מסוים בשפה הוא תקין או״פ.",או פסול,או״פ.03,או פסול,weak,4,או פסול | אוניברסיטה פתוחה | אור פנימי | אברים ופדרים,substituted,yes,3,wikipedia,דקדוק
ha-00090,או״פ,או״פ היא אוניברסיטה אשר איננה דורשת מתלמידיה תעודות על לימודים קודמים או מעבר מבחני קבלה לצורכי קבלה למסלולי הלימוד לתואר ראשון שהיא מציעה.,אוניברסיטה פתוחה,או״פ.01,אוניברסיטה פתוחה,weak,4,או פסול | אוניברסיטה פתוחה | אור פנימי | אברים ופדרים,substituted,yes,3,wikipedia,אוניברסיטה פתוחה
ha-00091,או״פ,"או״פ, בדומה לאוניברסיטה רגילה, משמשת להכשרתו של הסטודנט לתואר אקדמי – בדרך כלל תואר ראשון, אך גם תואר שני.",אוניברסיטה פתוחה,או״פ.01,אוניברסיטה פתוחה,weak,4,או פסול | אוניברסיטה פתוחה | אור פנימי | אברים ופדרים,substituted,yes,3,wikipedia,אוניברסיטה פתוחה
ha-00092,או״פ,בגרמניה נוסדה או״פ בשנת 1974 (האוניברסיטה של האגן).,אוניברסיטה פתוחה,או״פ.01,אוניברסיטה פתוחה,weak,4,או פסול | אוניברסיטה פתוחה | אור פנימי | אברים ופדרים,substituted,yes,3,wikipedia,אוניברסיטה פתוחה
ha-00093,או״פ,"בשנת 2014 הרב דורון הקים את ארגון ""או״פ ברסלב"", העוסק בהפצת ספריו ושיעוריו.",אור פנימי,או״פ.02,אור פנימי,weak,4,או פסול | אוניברסיטה פתוחה | אור פנימי | אברים ופדרים,substituted,yes,3,wikipedia,ארז משה דורון
ha-00094,או״פ,"מוט האמינה שגברים ונשים שווים בפני האל ולכולם, ללא קשר למין, גזע או אמונה דתית, יש או״פ.",אור פנימי,או״פ.02,אור פנימי,weak,4,או פסול | אוניברסיטה פתוחה | אור פנימי | אברים ופדרים,substituted,yes,3,wikipedia,לוקרישה מוט
ha-00095,או״פ,"על סמך המחקר פיתחה מודל פדגוגי בשם ""או״פ"" גישה המעודדת התאמה אישית של תכנים לזהות התרבותית של התלמיד.",אור פנימי,או״פ.02,אור פנימי,weak,4,או פסול | אוניברסיטה פתוחה | אור פנימי | אברים ופדרים,substituted,yes,3,wikipedia,אושרה אלפסי
ha-00096,או״ק,"ברשת תקשורת, או״ק הוא זיהוי ייחודי של משדר ברשת.",אות קריאה,או״ק.01,אות קריאה,weak,2,אות קריאה | אישות וקבורה,substituted,no,3,wikipedia,אות קריאה
ha-00097,או״ק,"כמו כן, ישנם אותות קריאה ייחודיים לתחנות ניידות: או״ק לתחנה ניידת במכונית יורכב מאות הקריאה הרגיל של החובב, בתוספת קו נטוי והאות M, שמציינת Mobile (לדוגמה: 4X7XX/M).",אות קריאה,או״ק.01,אות קריאה,weak,2,אות קריאה | אישות וקבורה,substituted,no,3,wikipedia,אות קריאה
ha-00098,או״ק,"או״ק לתחנה ניידת בכלי שיט יורכב מאות הקשר הרגיל של החובב, בתוספת קו נטוי והאותיות MM שמציינות Maritime Mobile (לדוגמה: 4X4AA/MM).",אות קריאה,או״ק.01,אות קריאה,weak,2,אות קריאה | אישות וקבורה,substituted,no,3,wikipedia,אות קריאה
ha-00099,אחב״י,"מקורם הוא בתוספתא: ”מי שיש לו פירות שביעית והגיע שעת הביעור, מחלק מהן לשכניו ולקרוביו וליודעיו ומוציא ומניח על ביתו ואומר: אחב״י, כל מי שצריך ליטול יבא ויטול.",אחינו בית ישראל,אחב״י.01,אחינו בית ישראל,weak,2,אחינו בית ישראל | אחינו בני ישראל,substituted,no,3,wikipedia,ביעור פירות שביעית
ha-00100,אחב״י,"הדברים שכתב נתפסו בידי נמעניו (הוא פונה אל ""אחב״י הקדושים""), כדברי אמת וכדיווח חי מארץ הקודש, הדברים חידדו את ההצגה של הארץ כמקום הצומח מתוך דברי הנביאים ותיאורי התורה.",אחינו בני ישראל,אחב״י.02,אחינו בני ישראל,weak,2,אחינו בית ישראל | אחינו בני ישראל,substituted,no,3,wikipedia,משה ריישר
ha-00101,אחמ״ש,"במוסדות שונים בהם לא קיים תפקיד רב המלצרים, מתחלקות סמכויותיו בין בעלי תפקידים שונים, כמו מארח או אחמ״ש.",אחראי משמרת,אחמ״ש.01,אחראי משמרת,weak,2,אחראי משמרת | אִחוד משפחות,substituted,no,3,wikipedia,רב מלצרים
ha-00102,אחמ״ש,"זמן קצר לאחר מכן קודם לתפקיד אחמ״ש, ובתפקיד זה הועסק כעשרה חודשים נוספים.",אחראי משמרת,אחמ״ש.01,אחראי משמרת,weak,2,אחראי משמרת | אִחוד משפחות,substituted,no,3,wikipedia,"אלון לי גרין נ' אקסלנט קופי בע""מ"
ha-00103,אחמ״ש,"כראיה לטענה הודגש קידומו המהיר של גרין ברשת, אשר קודם לתפקיד אחמ״ש כשלושה חודשים בלבד לאחר תחילת עבודתו.",אחראי משמרת,אחמ״ש.01,אחראי משמרת,weak,2,אחראי משמרת | אִחוד משפחות,substituted,no,3,wikipedia,"אלון לי גרין נ' אקסלנט קופי בע""מ"
ha-00104,אח״ז,"נמלה של ברמן הוא השני בגודלו בגרמניה, אח״ז של המבורג.",אחרי זה,אח״ז.01,אחרי זה,weak,2,אחרי זה | אחר זמנו,substituted,no,3,wikipedia,ברמן
ha-00105,אח״ז,"שנים אח״ז, כותב הקומיקס דווין מקדפי הביא לדפי הקומיקס גרסה דומה של האבטיפוס, בשם ה""מפציץ השחור"".",אחרי זה,אח״ז.01,אחרי זה,weak,2,אחרי זה | אחר זמנו,substituted,no,3,wikipedia,ברק שחור
ha-00106,אח״ז,בשנות ה-50 ליה ון ליר אספה סרטים בביתה בחיפה אח״ז היא עברה לתל אביב והיא המשיכה לאסוף סרטים גם בביתה בתל אביב.,אחרי זה,אח״ז.01,אחרי זה,weak,2,אחרי זה | אחר זמנו,substituted,no,3,wikipedia,ארכיון הסרטים הישראלי בסינמטק ירושלים
ha-00107,אח״י,על חייל אשר עולה על אח״י עליה מונף דגל חיל הים חלה חובת הצדעה לדגל.,אניית חיל הים,אח״י.01,אניית חיל הים,weak,2,אניית חיל הים | אחזקה יבשה,substituted,no,3,wikipedia,דגל חיל הים הישראלי
ha-00108,אח״י,הוא מודיע לה על משימה עיתונאית - לסקר ביקור של אח״י הברזילאי.,אניית חיל הים,אח״י.01,אניית חיל הים,weak,2,אניית חיל הים | אחזקה יבשה,substituted,no,3,wikipedia,"אחותי איילין (סרט, 1955)"
ha-00109,אח״ם,"יגאל בן שלום (נולד ב-1964) הוא קצין משטרה ישראלי בדימוס בדרגת ניצב, כיהן כראש אח״ם.",אגף החקירות והמודיעין,אח״ם.01,אגף החקירות והמודיעין,weak,2,אגף החקירות והמודיעין | אישיות חשובה מאוד,substituted,no,3,wikipedia,יגאל בן-שלום (קצין משטרה)
ha-00110,אח״ם,"גדיאל (גדי) סיסו (נולד ב-1962) הוא קצין משטרה ישראלי בדימוס בדרגת ניצב, כיהן כראש אח״ם.",אגף החקירות והמודיעין,אח״ם.01,אגף החקירות והמודיעין,weak,2,אגף החקירות והמודיעין | אישיות חשובה מאוד,substituted,no,3,wikipedia,גדי סיסו
ha-00111,אח״ם,"מנחם (מני) יצחקי (נולד ב-1956) הוא ניצב בדימוס במשטרת ישראל, כיהן כראש אח״ם.",אגף החקירות והמודיעין,אח״ם.01,אגף החקירות והמודיעין,weak,2,אגף החקירות והמודיעין | אישיות חשובה מאוד,substituted,no,3,wikipedia,מני יצחקי
ha-00112,אח״ם,"במהלך תקופת ההתארגנות סייר צבי נצר, בזהות של פאן חרקובסקי, לאורך הגבול בחברת קצינים פולניים ודאג ששומרי הגבול יתרשמו שהוא ""אח״ם"".",אישיות חשובה מאוד,אח״ם.02,אישיות חשובה מאוד,weak,2,אגף החקירות והמודיעין | אישיות חשובה מאוד,substituted,no,3,wikipedia,פרשת הבריחה אחרי פוגרום קיילצה
ha-00113,אח״מ,ועדת ההיגוי מתווה את מדיניות המטה ונהליו וראש אח״מ אחראי פיקודית על כלל פעילות המטה הלאומי.,אגף חקירות ומודיעין,אח״מ.01,אגף חקירות ומודיעין,weak,5,"אחרי מות | אחר מכן | אגף חקירות ומודיעין | אישיות חשובה מאוד | אחר מיתה, אחר מוֹת־",substituted,yes,3,wikipedia,המטה הלאומי להגנה על ילדים ברשת
ha-00114,אח״מ,"לאחר שלמד שנה במכללה לביטחון לאומי, בדצמבר 2017 מונה לקצין אח״מ בלהב 433.",אגף חקירות ומודיעין,אח״מ.01,אגף חקירות ומודיעין,weak,5,"אחרי מות | אחר מכן | אגף חקירות ומודיעין | אישיות חשובה מאוד | אחר מיתה, אחר מוֹת־",substituted,yes,3,wikipedia,אלי מקמל
ha-00115,אח״מ,במשך שירותו שימש קצין אח״מ במחוז ירושלים וב-2014 מונה לסגן מפקד מרחב ציון במחוז.,אגף חקירות ומודיעין,אח״מ.01,אגף חקירות ומודיעין,weak,5,"אחרי מות | אחר מכן | אגף חקירות ומודיעין | אישיות חשובה מאוד | אחר מיתה, אחר מוֹת־",substituted,yes,3,wikipedia,מוטי לוי
